,participant_country,participant_country_id,participant_maddison_code,participant_region,participant_deaths,conflict_name,conflict_start_year,conflict_end_year,COW_id,UCDP_id,state_conflict_type,year,year_deaths_share,year_deaths
205,Hungary,310.0,HUN,Europe,4000.0,Hungary vs. Anti-Communists,1919,1920,604,,Internal,1919,0.5,2000.0
206,Mexico,70.0,MEX,Americas,250000.0,Mexico vs. Liberals & Radicals,1910,1920,592,,Internal,1919,0.075556,18889.0
207,USSR,364.0,SUN,Europe,822775.0,Russia vs. Anti-Bolsheviks,1917,1921,600,,Internal,1919,0.2,164555.0
208,France,220.0,FRA,Europe,50.0,Russia vs. Anti-Bolsheviks,1918,1919,600,,Internal,1919,0.5000000000000001,25.000000000000007
209,Japan,740.0,JPN,Asia,1500.0,Russia vs. Anti-Bolsheviks,1918,1920,600,,Internal,1919,0.33333333333333337,500.00000000000006
210,United States of America,2.0,USA,Americas,275.0,Russia vs. Anti-Bolsheviks,1918,1920,600,,Internal,1919,0.33333333333333337,91.66666666666667
211,United Kingdom,200.0,GBR,Europe,350.0,Russia vs. Anti-Bolsheviks,1918,1920,600,,Internal,1919,0.33333333333333337,116.66666666666669
212,Finland,375.0,FIN,Europe,50.0,Russia vs. Anti-Bolsheviks,1919,1919,600,,Internal,1919,1.0000000000000002,50.000000000000014
213,USSR,364.0,SUN,Europe,23000.0,Russo-Polish,1919,1920,109,,Interstate,1919,0.5,11500.0
214,Poland,290.0,POL,Europe,17278.0,Russo-Polish,1919,1920,109,,Interstate,1919,0.5,8639.0
215,United States of America,2.0,USA,Americas,98.0,Caco Revolt,1918,1920,406,,Extrasystemic,1920,0.33347529812606475,32.680579216354346
216,Haiti,41.0,HTI,Americas,2250.0,Caco Revolt,1918,1920,406,,Extrasystemic,1920,0.33347529812606475,750.3194207836457
217,Syria,652.0,SYR,Middle East,5000.0,Franco-Syrian,1920,1920,409,,Extrasystemic,1920,1.0,5000.0
218,France,220.0,FRA,Europe,125.0,Franco-Turkish,1919,1921,116,,Interstate,1920,0.333,41.625
219,Turkey,640.0,TUR,Europe,875.0,Franco-Turkish,1919,1921,116,,Interstate,1920,0.333,291.375
220,Greece,350.0,GRC,Europe,19362.0,Greco-Turkish,1919,1922,115,,Interstate,1920,0.24998454978060689,4840.20085285211
221,Turkey,640.0,TUR,Europe,13000.0,Greco-Turkish,1919,1922,115,,Interstate,1920,0.24998454978060689,3249.7991471478895
222,Hungary,310.0,HUN,Europe,4000.0,Hungary vs. Anti-Communists,1919,1920,604,,Internal,1920,0.5,2000.0
223,United Kingdom,200.0,GBR,Europe,426.0,Iraqi-British,1920,1921,410,,Extrasystemic,1920,0.5,213.0
224,Iraq,645.0,IRQ,Middle East,8450.0,Iraqi-British,1920,1921,410,,Extrasystemic,1920,0.5,4225.0
225,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1920,0.0769,384.5
226,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1920,0.0769,2691.5
227,Poland,290.0,POL,Europe,500.0,Lithuanian-Polish,1920,1920,117,,Interstate,1920,1.0,500.0
228,Lithuania,368.0,LTU,Europe,500.0,Lithuanian-Polish,1920,1920,117,,Interstate,1920,1.0,500.0
229,Mexico,70.0,MEX,Americas,250000.0,Mexico vs. Liberals & Radicals,1910,1920,592,,Internal,1920,0.075556,18889.0
230,USSR,364.0,SUN,Europe,822775.0,Russia vs. Anti-Bolsheviks,1917,1921,600,,Internal,1920,0.2,164555.0
231,Japan,740.0,JPN,Asia,1500.0,Russia vs. Anti-Bolsheviks,1918,1920,600,,Internal,1920,0.33333333333333337,500.00000000000006
232,United States of America,2.0,USA,Americas,275.0,Russia vs. Anti-Bolsheviks,1918,1920,600,,Internal,1920,0.33333333333333337,91.66666666666667
233,United Kingdom,200.0,GBR,Europe,350.0,Russia vs. Anti-Bolsheviks,1918,1920,600,,Internal,1920,0.33333333333333337,116.66666666666669
234,USSR,364.0,SUN,Europe,23000.0,Russo-Polish,1919,1920,109,,Interstate,1920,0.5,11500.0
235,Poland,290.0,POL,Europe,17278.0,Russo-Polish,1919,1920,109,,Interstate,1920,0.5,8639.0
236,USSR,364.0,SUN,Europe,6700.0,USSR vs. Peasants in Ta,1920,1921,605,,Internal,1920,0.5,3350.0
237,France,220.0,FRA,Europe,125.0,Franco-Turkish,1919,1921,116,,Interstate,1921,0.334,41.75
238,Turkey,640.0,TUR,Europe,875.0,Franco-Turkish,1919,1921,116,,Interstate,1921,0.334,292.25
239,Greece,350.0,GRC,Europe,19362.0,Greco-Turkish,1919,1922,115,,Interstate,1921,0.25001545021939314,4840.79914714789
240,Turkey,640.0,TUR,Europe,13000.0,Greco-Turkish,1919,1922,115,,Interstate,1921,0.25001545021939314,3250.200852852111
241,United Kingdom,200.0,GBR,Europe,426.0,Iraqi-British,1920,1921,410,,Extrasystemic,1921,0.5,213.0
242,Iraq,645.0,IRQ,Middle East,8450.0,Iraqi-British,1920,1921,410,,Extrasystemic,1921,0.5,4225.0
243,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1921,0.076925,384.62499999999994
244,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1921,0.076925,2692.3749999999995
245,United Kingdom,200.0,GBR,Europe,137.0,Moplah Rebellion,1921,1922,414,,Extrasystemic,1921,0.5,68.5
246,India,750.0,IND,Asia,2687.0,Moplah Rebellion,1921,1922,414,,Extrasystemic,1921,0.5,1343.5
247,Spain,230.0,ESP,Europe,17020.0,Riff Rebellion,1921,1926,413,,Extrasystemic,1921,0.6316476345840131,10750.642740619902
248,USSR,364.0,SUN,Europe,822775.0,Russia vs. Anti-Bolsheviks,1917,1921,600,,Internal,1921,0.2,164555.0
249,USSR,364.0,SUN,Europe,6700.0,USSR vs. Peasants in Ta,1920,1921,605,,Internal,1921,0.5,3350.0
250,Greece,350.0,GRC,Europe,19362.0,Greco-Turkish,1919,1922,115,,Interstate,1922,0.25001545021939314,4840.79914714789
251,Turkey,640.0,TUR,Europe,13000.0,Greco-Turkish,1919,1922,115,,Interstate,1922,0.25001545021939314,3250.200852852111
252,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1922,0.076925,384.62499999999994
253,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1922,0.076925,2692.3749999999995
254,United Kingdom,200.0,GBR,Europe,137.0,Moplah Rebellion,1921,1922,414,,Extrasystemic,1922,0.5,68.5
255,India,750.0,IND,Asia,2687.0,Moplah Rebellion,1921,1922,414,,Extrasystemic,1922,0.5,1343.5
256,Spain,230.0,ESP,Europe,17020.0,Riff Rebellion,1921,1926,413,,Extrasystemic,1922,0.03976345840130506,676.7740619902121
257,Bulgaria,355.0,BGR,Europe,3000.0,Bulgaria vs. Agrarian League,1923,1923,608,,Internal,1923,1.0,3000.0
258,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1923,0.076925,384.62499999999994
259,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1923,0.076925,2692.3749999999995
260,Mexico,70.0,MEX,Americas,7000.0,Mexico vs. Huerta Led Rebels,1923,1924,607,,Internal,1923,0.5,3500.0
261,Spain,230.0,ESP,Europe,17020.0,Riff Rebellion,1921,1926,413,,Extrasystemic,1923,0.026835236541598695,456.7357259380098
262,Afghanistan,700.0,AFG,Middle East,1500.0,Afghanistan vs. Anti-Reformists of 1924,1924,1925,610,,Internal,1924,0.5,750.0
263,Honduras,91.0,HND,Americas,1000.0,Honduras vs. Conservatives,1924,1924,609,,Internal,1924,1.0,1000.0
264,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1924,0.076925,384.62499999999994
265,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1924,0.076925,2692.3749999999995
266,Mexico,70.0,MEX,Americas,7000.0,Mexico vs. Huerta Led Rebels,1923,1924,607,,Internal,1924,0.5,3500.0
267,Spain,230.0,ESP,Europe,17020.0,Riff Rebellion,1921,1926,413,,Extrasystemic,1924,0.24294453507340946,4134.915986949429
268,Afghanistan,700.0,AFG,Middle East,1500.0,Afghanistan vs. Anti-Reformists of 1924,1924,1925,610,,Internal,1925,0.5,750.0
269,France,220.0,FRA,Europe,4000.0,Franco-Druze,1925,1927,416,,Extrasystemic,1925,0.4375,1750.0
270,Syria,652.0,SYR,Middle East,4000.0,Franco-Druze,1925,1927,416,,Extrasystemic,1925,0.4375,1750.0
271,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1925,0.076925,384.62499999999994
272,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1925,0.076925,2692.3749999999995
273,Spain,230.0,ESP,Europe,17020.0,Riff Rebellion,1921,1926,413,,Extrasystemic,1925,0.03340130505709625,568.4902120717782
274,France,220.0,FRA,Europe,2500.0,Riff Rebellion,1925,1926,413,,Extrasystemic,1925,0.5679611650485431,1419.9029126213577
275,Morocco,600.0,MAR,Africa,5000.0,Riff Rebellion,1925,1926,413,,Extrasystemic,1925,0.5679611650485431,2839.8058252427154
276,China,710.0,CHN,Asia,10000.0,China vs. Kuomintang,1926,1928,612,,Internal,1926,0.3333333333333333,3333.333333333333
277,France,220.0,FRA,Europe,4000.0,Franco-Druze,1925,1927,416,,Extrasystemic,1926,0.4375,1750.0
278,Syria,652.0,SYR,Middle East,4000.0,Franco-Druze,1925,1927,416,,Extrasystemic,1926,0.4375,1750.0
279,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1926,0.076925,384.62499999999994
280,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1926,0.076925,2692.3749999999995
281,Mexico,70.0,MEX,Americas,40000.0,Mexico vs. Cristeros,1926,1930,613,,Internal,1926,0.2,8000.0
282,Spain,230.0,ESP,Europe,17020.0,Riff Rebellion,1921,1926,413,,Extrasystemic,1926,0.025407830342577487,432.44127243066885
283,France,220.0,FRA,Europe,2500.0,Riff Rebellion,1925,1926,413,,Extrasystemic,1926,0.4320388349514558,1080.0970873786396
284,Morocco,600.0,MAR,Africa,5000.0,Riff Rebellion,1925,1926,413,,Extrasystemic,1926,0.4320388349514558,2160.194174757279
285,China,710.0,CHN,Asia,10000.0,China vs. Kuomintang,1926,1928,612,,Internal,1927,0.3333333333333333,3333.333333333333
286,Japan,740.0,JPN,Asia,500.0,China vs. Kuomintang,1927,1928,612,,Internal,1927,0.49999999999999994,249.99999999999997
287,France,220.0,FRA,Europe,4000.0,Franco-Druze,1925,1927,416,,Extrasystemic,1927,0.125,500.0
288,Syria,652.0,SYR,Middle East,4000.0,Franco-Druze,1925,1927,416,,Extrasystemic,1927,0.125,500.0
289,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1927,0.076925,384.62499999999994
290,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1927,0.076925,2692.3749999999995
291,Mexico,70.0,MEX,Americas,40000.0,Mexico vs. Cristeros,1926,1930,613,,Internal,1927,0.2,8000.0
292,Afghanistan,700.0,AFG,Middle East,18750.0,Afghanistan vs. Anti-Reformists of 1928,1928,1929,614,,Internal,1928,0.5,9375.0
293,China,710.0,CHN,Asia,10000.0,China vs. Kuomintang,1926,1928,612,,Internal,1928,0.3333333333333333,3333.333333333333
294,Japan,740.0,JPN,Asia,500.0,China vs. Kuomintang,1927,1928,612,,Internal,1928,0.49999999999999994,249.99999999999997
295,China,710.0,CHN,Asia,200000.0,China vs. Muslims of 1928,1928,1928,615,,Internal,1928,1.0,200000.0
296,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1928,0.076925,384.62499999999994
297,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1928,0.076925,2692.3749999999995
298,Mexico,70.0,MEX,Americas,40000.0,Mexico vs. Cristeros,1926,1930,613,,Internal,1928,0.2,8000.0
299,Afghanistan,700.0,AFG,Middle East,18750.0,Afghanistan vs. Anti-Reformists of 1928,1928,1929,614,,Internal,1929,0.5,9375.0
300,China,710.0,CHN,Asia,75000.0,China vs. War Lords,1929,1930,619,,Internal,1929,0.5,37500.0
301,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1929,0.076925,384.62499999999994
302,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1929,0.076925,2692.3749999999995
303,Mexico,70.0,MEX,Americas,40000.0,Mexico vs. Cristeros,1926,1930,613,,Internal,1929,0.2,8000.0
304,Mexico,70.0,MEX,Americas,2000.0,Mexico vs. Escoban Led Rebels,1929,1929,617,,Internal,1929,1.0,2000.0
305,Saudi Arabia,670.0,SAU,Middle East,850.0,Saudi Arabia vs. Ikhwan,1929,1930,618,,Internal,1929,0.5,425.0
306,China,710.0,CHN,Asia,3200.0,Sino-Soviet,1929,1929,118,,Interstate,1929,1.0,3200.0
307,USSR,364.0,SUN,Europe,3200.0,Sino-Soviet,1929,1929,118,,Interstate,1929,1.0,3200.0
308,China,710.0,CHN,Asia,500000.0,China vs. Communists of 1930,1930,1935,620,,Internal,1930,0.2,100000.0
309,China,710.0,CHN,Asia,75000.0,China vs. War Lords,1929,1930,619,,Internal,1930,0.5,37500.0
310,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1930,0.076925,384.62499999999994
311,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1930,0.076925,2692.3749999999995
312,Mexico,70.0,MEX,Americas,40000.0,Mexico vs. Cristeros,1926,1930,613,,Internal,1930,0.2,8000.0
313,Saudi Arabia,670.0,SAU,Middle East,850.0,Saudi Arabia vs. Ikhwan,1929,1930,618,,Internal,1930,0.5,425.0
314,United Kingdom,200.0,GBR,Europe,70.0,Saya San's Rebellion,1930,1932,417,,Extrasystemic,1930,0.3332247557003257,23.3257328990228
315,Myanmar (Burma),775.0,MMR,Asia,1000.0,Saya San's Rebellion,1930,1932,417,,Extrasystemic,1930,0.3332247557003257,333.2247557003257
316,China,710.0,CHN,Asia,500000.0,China vs. Communists of 1930,1930,1935,620,,Internal,1931,0.1,50000.0
317,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1931,0.076925,384.62499999999994
318,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1931,0.076925,2692.3749999999995
319,China,710.0,CHN,Asia,33333.0,Manchurian,1931,1933,121,,Interstate,1931,0.333325,11110.722225
320,Japan,740.0,JPN,Asia,6667.0,Manchurian,1931,1933,121,,Interstate,1931,0.333325,2222.277775
321,USSR,364.0,SUN,Europe,20000.0,Russia vs. Central Asian Rebels,1931,1934,622,,Internal,1931,0.25,5000.0
322,United Kingdom,200.0,GBR,Europe,70.0,Saya San's Rebellion,1930,1932,417,,Extrasystemic,1931,0.3332247557003257,23.3257328990228
323,Myanmar (Burma),775.0,MMR,Asia,1000.0,Saya San's Rebellion,1930,1932,417,,Extrasystemic,1931,0.3332247557003257,333.2247557003257
324,Brazil,140.0,BRA,Americas,3000.0,Brazil vs. Paolistas,1932,1932,625,,Internal,1932,1.0,3000.0
325,Bolivia,145.0,BOL,Americas,25000.0,Chaco,1932,1935,124,,Interstate,1932,0.25,6250.0
326,Paraguay,150.0,PRY,Americas,12000.0,Chaco,1932,1935,124,,Interstate,1932,0.25,3000.0
327,China,710.0,CHN,Asia,500000.0,China vs. Communists of 1930,1930,1935,620,,Internal,1932,0.1,50000.0
328,El Salvador,92.0,SLV,Americas,2600.0,El Salvador vs. Leftists,1932,1932,623,,Internal,1932,1.0,2600.0
329,Italy,325.0,ITA,Europe,5000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1932,0.076925,384.62499999999994
330,Libya,620.0,LBY,Africa,35000.0,Italo-Libyan,1920,1932,412,,Extrasystemic,1932,0.076925,2692.3749999999995
331,China,710.0,CHN,Asia,33333.0,Manchurian,1931,1933,121,,Interstate,1932,0.333325,11110.722225
332,Japan,740.0,JPN,Asia,6667.0,Manchurian,1931,1933,121,,Interstate,1932,0.333325,2222.277775
333,Peru,135.0,PER,Americas,1500.0,Peru vs. Aprista Rebels,1932,1932,624,,Internal,1932,1.0,1500.0
334,USSR,364.0,SUN,Europe,20000.0,Russia vs. Central Asian Rebels,1931,1934,622,,Internal,1932,0.25,5000.0
335,United Kingdom,200.0,GBR,Europe,70.0,Saya San's Rebellion,1930,1932,417,,Extrasystemic,1932,0.33355048859934855,23.348534201954397
336,Myanmar (Burma),775.0,MMR,Asia,1000.0,Saya San's Rebellion,1930,1932,417,,Extrasystemic,1932,0.33355048859934855,333.55048859934857
337,Bolivia,145.0,BOL,Americas,25000.0,Chaco,1932,1935,124,,Interstate,1933,0.25,6250.0
338,Paraguay,150.0,PRY,Americas,12000.0,Chaco,1932,1935,124,,Interstate,1933,0.25,3000.0
339,China,710.0,CHN,Asia,500000.0,China vs. Communists of 1930,1930,1935,620,,Internal,1933,0.2,100000.0
340,China,710.0,CHN,Asia,33333.0,Manchurian,1931,1933,121,,Interstate,1933,0.33335,11111.55555
341,Japan,740.0,JPN,Asia,6667.0,Manchurian,1931,1933,121,,Interstate,1933,0.33335,2222.44445
342,USSR,364.0,SUN,Europe,20000.0,Russia vs. Central Asian Rebels,1931,1934,622,,Internal,1933,0.25,5000.0
343,Austria,305.0,AUT,Europe,311.0,Austria vs. Socialists,1934,1934,627,,Internal,1934,1.0,311.0
344,Bolivia,145.0,BOL,Americas,25000.0,Chaco,1932,1935,124,,Interstate,1934,0.25,6250.0
345,Paraguay,150.0,PRY,Americas,12000.0,Chaco,1932,1935,124,,Interstate,1934,0.25,3000.0
346,China,710.0,CHN,Asia,500000.0,China vs. Communists of 1930,1930,1935,620,,Internal,1934,0.2,100000.0
347,USSR,364.0,SUN,Europe,20000.0,Russia vs. Central Asian Rebels,1931,1934,622,,Internal,1934,0.25,5000.0
348,Saudi Arabia,670.0,SAU,Middle East,100.0,Saudi-Yemeni,1934,1934,125,,Interstate,1934,1.0,100.0
349,Yemen (North),678.0,YAR,Middle East,2000.0,Saudi-Yemeni,1934,1934,125,,Interstate,1934,1.0,2000.0
350,Spain,230.0,ESP,Europe,1335.0,Spain vs. Asturian Miners,1934,1934,628,,Internal,1934,1.0,1335.0
351,Bolivia,145.0,BOL,Americas,25000.0,Chaco,1932,1935,124,,Interstate,1935,0.25,6250.0
352,Paraguay,150.0,PRY,Americas,12000.0,Chaco,1932,1935,124,,Interstate,1935,0.25,3000.0
353,China,710.0,CHN,Asia,500000.0,China vs. Communists of 1930,1930,1935,620,,Internal,1935,0.2,100000.0
354,Ethiopia,530.0,ETH,Africa,16000.0,Italo-Ethiopian,1935,1936,127,,Interstate,1935,0.49997544083697626,7999.60705339162
355,Italy,325.0,ITA,Europe,4359.0,Italo-Ethiopian,1935,1936,127,,Interstate,1935,0.49997544083697626,2179.3929466083796
356,United Kingdom,200.0,GBR,Europe,126.0,British-Palestinian,1936,1939,418,,Extrasystemic,1936,0.24991224991224992,31.48894348894349
357,Syria,652.0,SYR,Middle East,2723.0,British-Palestinian,1936,1939,418,,Extrasystemic,1936,0.24991224991224992,680.5110565110565
358,Ethiopia,530.0,ETH,Africa,16000.0,Italo-Ethiopian,1935,1936,127,,Interstate,1936,0.5000245591630237,8000.392946608379
359,Italy,325.0,ITA,Europe,4359.0,Italo-Ethiopian,1935,1936,127,,Interstate,1936,0.5000245591630237,2179.6070533916204
360,Spain,230.0,ESP,Europe,218700.0,Spain vs. Fascists,1936,1939,629,,Internal,1936,0.035555555555555556,7776.0
361,Germany,255.0,DEU,Europe,300.0,Spain vs. Fascists,1936,1939,629,,Internal,1936,0.035555555555555556,10.666666666666666
362,Portugal,235.0,PRT,Europe,2000.0,Spain vs. Fascists,1936,1939,629,,Internal,1936,0.035555555555555556,71.11111111111111
363,Italy,325.0,ITA,Europe,4000.0,Spain vs. Fascists,1936,1939,629,,Internal,1936,0.035555555555555556,142.22222222222223
364,United Kingdom,200.0,GBR,Europe,126.0,British-Palestinian,1936,1939,418,,Extrasystemic,1937,0.24991224991224992,31.48894348894349
365,Syria,652.0,SYR,Middle East,2723.0,British-Palestinian,1936,1939,418,,Extrasystemic,1937,0.24991224991224992,680.5110565110565
366,Japan,740.0,JPN,Asia,319647.0,Sino-Japanese,1937,1941,130,,Interstate,1937,0.17538842699829635,56062.38452472443
367,China,710.0,CHN,Asia,1541063.0,Sino-Japanese,1937,1941,130,,Interstate,1937,0.17538842699829635,270284.61547527555
368,Spain,230.0,ESP,Europe,218700.0,Spain vs. Fascists,1936,1939,629,,Internal,1937,0.6444444444444445,140940.0
369,Germany,255.0,DEU,Europe,300.0,Spain vs. Fascists,1936,1939,629,,Internal,1937,0.6444444444444445,193.33333333333334
370,Portugal,235.0,PRT,Europe,2000.0,Spain vs. Fascists,1936,1939,629,,Internal,1937,0.6444444444444445,1288.888888888889
371,Italy,325.0,ITA,Europe,4000.0,Spain vs. Fascists,1936,1939,629,,Internal,1937,0.6444444444444445,2577.777777777778
372,United Kingdom,200.0,GBR,Europe,126.0,British-Palestinian,1936,1939,418,,Extrasystemic,1938,0.24991224991224992,31.48894348894349
373,Syria,652.0,SYR,Middle East,2723.0,British-Palestinian,1936,1939,418,,Extrasystemic,1938,0.24991224991224992,680.5110565110565
374,USSR,364.0,SUN,Europe,717.0,Changkufeng,1938,1938,133,,Interstate,1938,1.0,717.0
375,Japan,740.0,JPN,Asia,526.0,Changkufeng,1938,1938,133,,Interstate,1938,1.0,526.0
376,Japan,740.0,JPN,Asia,319647.0,Sino-Japanese,1937,1941,130,,Interstate,1938,0.3508768158391152,112156.72155252565
377,China,710.0,CHN,Asia,1541063.0,Sino-Japanese,1937,1941,130,,Interstate,1938,0.3508768158391152,540723.2784474744
378,Spain,230.0,ESP,Europe,218700.0,Spain vs. Fascists,1936,1939,629,,Internal,1938,0.29777777777777775,65123.99999999999
379,Germany,255.0,DEU,Europe,300.0,Spain vs. Fascists,1936,1939,629,,Internal,1938,0.29777777777777775,89.33333333333333
380,Portugal,235.0,PRT,Europe,2000.0,Spain vs. Fascists,1936,1939,629,,Internal,1938,0.29777777777777775,595.5555555555555
381,Italy,325.0,ITA,Europe,4000.0,Spain vs. Fascists,1936,1939,629,,Internal,1938,0.29777777777777775,1191.111111111111
382,United Kingdom,200.0,GBR,Europe,126.0,British-Palestinian,1936,1939,418,,Extrasystemic,1939,0.25026325026325025,31.53316953316953
383,Syria,652.0,SYR,Middle East,2723.0,British-Palestinian,1936,1939,418,,Extrasystemic,1939,0.25026325026325025,681.4668304668304
